JournalNo,JournalDate,AccountName,Debits,Credits,Description,Name,Currency,Location,Class
EXP-2024-044,12/20/2024,Research & Development Expense,475000.00,0.00,Q4 R&D Project Phi,Internal Projects,USD,Research Lab,R&D
EXP-2024-044,12/20/2024,Silicon Valley Reserve Bank,0.00,475000.00,Q4 R&D Project Phi,Internal Projects,USD,Research Lab,R&D
EXP-2024-045,12/30/2024,Server Farm Utilities Expense,126000.00,0.00,December Server Farm Power Consumption,West Coast Energy,USD,Server Farm Alpha,Infrastructure
EXP-2024-045,12/30/2024,Silicon Valley Reserve Bank,0.00,126000.00,December Server Farm Power Consumption,West Coast Energy,USD,Server Farm Alpha,Infrastructure
EXP-2025-001,01/15/2025,System Administrator Salaries Expense,97500.00,0.00,Q1 System Admin Team Payroll,Staff Payroll,USD,HQ,Operations
EXP-2025-001,01/15/2025,Silicon Valley Reserve Bank,0.00,97500.00,Q1 System Admin Team Payroll,Staff Payroll,USD,HQ,Operations
EXP-2025-002,01/22/2025,Neural Training Specialists Expense,165000.00,0.00,Q1 Neural Training Team Compensation,Expert Contractors,USD,Research Lab,R&D
EXP-2025-002,01/22/2025,Silicon Valley Reserve Bank,0.00,165000.00,Q1 Neural Training Team Compensation,Expert Contractors,USD,Research Lab,R&D
EXP-2025-003,01/30/2025,Server Farm Utilities Expense,142500.00,0.00,January Server Farm Power Consumption,West Coast Energy,USD,Server Farm Alpha,Infrastructure
EXP-2025-003,01/30/2025,Silicon Valley Reserve Bank,0.00,142500.00,January Server Farm Power Consumption,West Coast Energy,USD,Server Farm Alpha,Infrastructure
EXP-2025-004,02/05/2025,Data Center Leases Expense,275000.00,0.00,Q1 Data Center Lease Payments,Global Data Centers Inc,USD,Multiple,Infrastructure
EXP-2025-004,02/05/2025,Silicon Valley Reserve Bank,0.00,275000.00,Q1 Data Center Lease Payments,Global Data Centers Inc,USD,Multiple,Infrastructure
EXP-2025-005,02/12/2025,Algorithm Research Team Expense,195000.00,0.00,Q1 Algorithm Research Salaries,Research Staff,USD,Research Lab,R&D
EXP-2025-005,02/12/2025,Silicon Valley Reserve Bank,0.00,195000.00,Q1 Algorithm Research Salaries,Research Staff,USD,Research Lab,R&D
EXP-2025-006,02/25/2025,Server Farm Utilities Expense,144000.00,0.00,February Server Farm Power Consumption,West Coast Energy,USD,Server Farm Alpha,Infrastructure
EXP-2025-006,02/25/2025,Silicon Valley Reserve Bank,0.00,144000.00,February Server Farm Power Consumption,West Coast Energy,USD,Server Farm Alpha,Infrastructure
EXP-2025-007,02/26/2025,Computing Power Acquisition Expense,625000.00,0.00,Q1 Cloud Computing Services,Nebula Cloud Solutions,USD,Virtual,Infrastructure
EXP-2025-007,02/26/2025,Silicon Valley Reserve Bank,0.00,625000.00,Q1 Cloud Computing Services,Nebula Cloud Solutions,USD,Virtual,Infrastructure
EXP-2025-008,02/26/2025,Research & Development Expense,500000.00,0.00,Q1 R&D Project Chi,Internal Projects,USD,Research Lab,R&D
EXP-2025-008,02/26/2025,Silicon Valley Reserve Bank,0.00,500000.00,Q1 R&D Project Chi,Internal Projects,USD,Research Lab,R&D
EXP-2025-009,02/26/2025,Legal - System Protection Expense,200000.00,0.00,Q1 Legal Retainer & IP Protection,Morgan & Bailey LLP,USD,HQ,Legal
EXP-2025-009,02/26/2025,Silicon Valley Reserve Bank,0.00,200000.00,Q1 Legal Retainer & IP Protection,Morgan & Bailey LLP,USD,HQ,Legal
EXP-2025-010,02/26/2025,Human Resources Management Expense,165000.00,0.00,Q1 HR Department Expenses,HR Operations,USD,HQ,Operations
EXP-2025-010,02/26/2025,Silicon Valley Reserve Bank,0.00,165000.00,Q1 HR Department Expenses,HR Operations,USD,HQ,Operations
EXP-2025-011,02/26/2025,Defense Protocol Development Expense,300000.00,0.00,Advanced Security Protocol Version 4.0,Security Team,USD,HQ,Security
EXP-2025-011,02/26/2025,Silicon Valley Reserve Bank,0.00,300000.00,Advanced Security Protocol Version 4.0,Security Team,USD,HQ,Security
EXP-2025-012,02/26/2025,Quantum Computing Insurance Expense,150000.00,0.00,Annual Quantum Computing Equipment Insurance,Tech Insurers Ltd,USD,HQ,Operations
EXP-2025-012,02/26/2025,Silicon Valley Reserve Bank,0.00,150000.00,Annual Quantum Computing Equipment Insurance,Tech Insurers Ltd,USD,HQ,Operations
EXP-2025-013,02/26/2025,Judgment Day Contingency Expense,300000.00,0.00,Q1 Ethics & Safety Protocol Fund,Contingency Fund,USD,HQ,Risk Management
EXP-2025-013,02/26/2025,Silicon Valley Reserve Bank,0.00,300000.00,Q1 Ethics & Safety Protocol Fund,Contingency Fund,USD,HQ,Risk Management
